InvoiceID,Date,Branch,CustomerType,Gender,ProductLine,UnitPrice,Quantity,TaxPrice,TotalPrice,Revenue,COGS,CustomerRating,GrossIncome
CAR-HBE-038,3/4/2019,Carbon Creek,Normal,Female,Health and beauty,68.71,3,10.31,216.44,206.13,197.12,8.7,9.01
CAR-HBE-039,2/14/2019,Carbon Creek,Member,Male,Health and beauty,91.3,1,4.57,95.87,91.3,88.37,9.2,2.93
CAR-HBE-040,1/23/2019,Carbon Creek,Member,Female,Health and beauty,95.95,5,23.99,503.74,479.75,462.91,8.8,16.84
CAR-HBE-041,3/26/2019,Carbon Creek,Member,Female,Health and beauty,27.73,5,6.93,145.58,138.65,132.7,4.2,5.95
CAR-HBE-042,1/13/2019,Carbon Creek,Member,Female,Health and beauty,39.62,9,17.83,374.41,356.58,345.88,6.8,10.7
CAR-HBE-043,2/17/2019,Carbon Creek,Member,Female,Health and beauty,92.09,3,13.81,290.08,276.27,264.85,4.2,11.42
CAR-HBE-044,2/19/2019,Carbon Creek,Normal,Male,Health and beauty,50.79,5,12.7,266.65,253.95,241.32,5.3,12.63
CAR-HBE-045,3/28/2019,Carbon Creek,Member,Male,Health and beauty,10.08,7,3.53,74.09,70.56,68.38,4.2,2.18
CAR-HBE-046,3/25/2019,Carbon Creek,Normal,Female,Health and beauty,15.8,3,2.37,49.77,47.4,45.28,9.5,2.12
CAR-HBE-047,1/23/2019,Carbon Creek,Normal,Male,Health and beauty,58.15,4,11.63,244.23,232.6,222.68,8.4,9.92
CAR-HML-001,3/3/2019,Carbon Creek,Normal,Male,Home and lifestyle,46.33,7,16.22,340.53,324.31,321.12,7.4,3.19
CAR-HML-002,3/22/2019,Carbon Creek,Member,Female,Home and lifestyle,52.59,8,21.04,441.76,420.72,405.08,8.5,15.64
CAR-HML-003,3/27/2019,Carbon Creek,Member,Male,Home and lifestyle,44.34,2,4.43,93.11,88.68,85.83,5.8,2.85
CAR-HML-004,1/22/2019,Carbon Creek,Normal,Male,Home and lifestyle,74.67,9,33.6,705.63,672.03,642.54,9.4,29.49
CAR-HML-005,1/19/2019,Carbon Creek,Member,Male,Home and lifestyle,58.07,9,26.13,548.76,522.63,503.04,4.3,19.59
CAR-HML-006,3/10/2019,Carbon Creek,Normal,Female,Home and lifestyle,93.69,7,32.79,688.62,655.83,624.9,4.5,30.93
CAR-HML-007,2/18/2019,Carbon Creek,Member,Female,Home and lifestyle,34.42,6,10.33,216.85,206.52,196.58,9.8,9.94
CAR-HML-008,1/21/2019,Carbon Creek,Normal,Female,Home and lifestyle,77.95,6,23.39,491.09,467.7,447.29,8,20.41
CAR-HML-009,3/21/2019,Carbon Creek,Member,Male,Home and lifestyle,33.84,9,15.23,319.79,304.56,289.3,8.8,15.26
CAR-HML-010,2/10/2019,Carbon Creek,Normal,Male,Home and lifestyle,74.07,1,3.7,77.77,74.07,71.53,9.9,2.54
CAR-HML-011,3/23/2019,Carbon Creek,Normal,Female,Home and lifestyle,25.29,1,1.26,26.55,25.29,24.12,6.1,1.17
CAR-HML-012,3/22/2019,Carbon Creek,Normal,Male,Home and lifestyle,18.28,1,0.91,19.19,18.28,17.42,8.3,0.86
CAR-HML-013,3/11/2019,Carbon Creek,Normal,Female,Home and lifestyle,63.42,8,25.37,532.73,507.36,485.48,7.4,21.88
CAR-HML-014,1/5/2019,Carbon Creek,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,250.6,243.99,4.2,6.61
CAR-HML-015,1/1/2019,Carbon Creek,Member,Male,Home and lifestyle,47.59,8,19.04,399.76,380.72,361.01,5.7,19.71
CAR-HML-016,3/16/2019,Carbon Creek,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,95,91.07,5.2,3.93
CAR-HML-017,1/6/2019,Carbon Creek,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,471.2,452.39,8.9,18.81
CAR-HML-018,2/5/2019,Carbon Creek,Member,Male,Home and lifestyle,25.91,6,7.77,163.23,155.46,147.99,8.7,7.47
CAR-HML-019,1/5/2019,Carbon Creek,Member,Male,Home and lifestyle,70.74,4,14.15,297.11,282.96,275.14,4.4,7.82
CAR-HML-020,1/4/2019,Carbon Creek,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,355.4,341.37,7,14.03
CAR-HML-021,1/7/2019,Carbon Creek,Member,Female,Home and lifestyle,21.54,9,9.69,203.55,193.86,183.95,8.8,9.91
CAR-HML-022,1/27/2019,Carbon Creek,Normal,Female,Home and lifestyle,12.03,2,1.2,25.26,24.06,22.8,5.1,1.26
CAR-HML-023,2/15/2019,Carbon Creek,Normal,Female,Home and lifestyle,69.96,8,27.98,587.66,559.68,540.7,6.4,18.98
CAR-HML-024,2/3/2019,Carbon Creek,Member,Female,Home and lifestyle,94.88,7,33.21,697.37,664.16,630.74,4.2,33.42
CAR-HML-025,1/10/2019,Carbon Creek,Member,Male,Home and lifestyle,78.38,6,23.51,493.79,470.28,444.81,5.8,25.47
CAR-HML-026,1/25/2019,Carbon Creek,Member,Male,Home and lifestyle,60.01,4,12,252.04,240.04,226.76,4.5,13.28
CAR-HML-027,2/17/2019,Carbon Creek,Member,Female,Home and lifestyle,88.79,8,35.52,745.84,710.32,681.45,4.1,28.87
CAR-HML-028,1/17/2019,Carbon Creek,Normal,Male,Home and lifestyle,21.52,6,6.46,135.58,129.12,124.65,9.4,4.47
CAR-HML-029,1/21/2019,Carbon Creek,Normal,Male,Home and lifestyle,73.22,6,21.97,461.29,439.32,429.42,7.2,9.9
CAR-HML-030,3/24/2019,Carbon Creek,Member,Male,Home and lifestyle,65.94,4,13.19,276.95,263.76,256.54,6,7.22
CAR-HML-031,1/3/2019,Carbon Creek,Normal,Female,Home and lifestyle,67.09,5,16.77,352.22,335.45,326.29,9.1,9.16
CAR-HML-032,3/4/2019,Carbon Creek,Normal,Female,Home and lifestyle,56.53,4,11.31,237.43,226.12,220.85,5.5,5.27
CAR-HML-033,3/22/2019,Carbon Creek,Normal,Male,Home and lifestyle,50.93,8,20.37,427.81,407.44,392.65,9.2,14.79
CAR-HML-034,3/8/2019,Carbon Creek,Member,Female,Home and lifestyle,90.65,10,45.33,951.83,906.5,869.76,7.3,36.74
CAR-HML-035,3/8/2019,Carbon Creek,Normal,Male,Home and lifestyle,33.99,6,10.2,214.14,203.94,198.08,7.7,5.86
CAR-HML-036,1/15/2019,Carbon Creek,Member,Female,Home and lifestyle,89.21,9,40.14,843.03,802.89,778.28,6.5,24.61
CAR-HML-037,1/5/2019,Carbon Creek,Normal,Female,Home and lifestyle,42.91,5,10.73,225.28,214.55,205.54,6.1,9.01
CAR-HML-038,3/1/2019,Carbon Creek,Normal,Male,Home and lifestyle,34.73,2,3.47,72.93,69.46,66.34,9.7,3.12
CAR-HML-039,2/6/2019,Carbon Creek,Member,Female,Home and lifestyle,37.44,6,11.23,235.87,224.64,219.31,5.9,5.33
CAR-HML-040,3/11/2019,Carbon Creek,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,141.6,136.01,6.2,5.59
CAR-HML-041,3/7/2019,Carbon Creek,Normal,Male,Home and lifestyle,97.94,1,4.9,102.84,97.94,92.78,6.9,5.16
CAR-HML-042,1/22/2019,Carbon Creek,Normal,Male,Home and lifestyle,30.68,3,4.6,96.64,92.04,88.89,9.1,3.15
CAR-HML-043,3/29/2019,Carbon Creek,Member,Female,Home and lifestyle,72.42,3,10.86,228.12,217.26,209.2,8.2,8.06
CAR-HML-044,3/24/2019,Carbon Creek,Member,Female,Home and lifestyle,70.32,2,7.03,147.67,140.64,137.53,9.6,3.11
CAR-HML-045,1/25/2019,Carbon Creek,Member,Male,Home and lifestyle,53.3,3,8,167.9,159.9,151.75,7.5,8.15
CAR-HML-046,1/18/2019,Carbon Creek,Member,Male,Home and lifestyle,19.36,9,8.71,182.95,174.24,166.89,8.7,7.35
CAR-HML-047,2/3/2019,Carbon Creek,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,727.8,694.22,7.3,33.58
CAR-HML-048,1/16/2019,Carbon Creek,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,635.6,619.36,4.3,16.24
CAR-HML-049,1/29/2019,Carbon Creek,Member,Female,Home and lifestyle,87.37,5,21.84,458.69,436.85,426.7,6.6,10.15
CAR-HML-050,3/20/2019,Carbon Creek,Normal,Male,Home and lifestyle,93.96,9,42.28,887.92,845.64,804.6,9.8,41.04
CAR-HML-051,2/20/2019,Carbon Creek,Member,Male,Home and lifestyle,37.69,2,3.77,79.15,75.38,72.47,9.5,2.91
CAR-HML-052,1/11/2019,Carbon Creek,Normal,Female,Home and lifestyle,96.52,6,28.96,608.08,579.12,564.21,4.5,14.91
CAR-HML-053,1/15/2019,Carbon Creek,Normal,Female,Home and lifestyle,11.43,6,3.43,72.01,68.58,65.03,7.7,3.55
CAR-HML-054,3/17/2019,Carbon Creek,Normal,Female,Home and lifestyle,77.47,4,15.49,325.37,309.88,294.61,4.2,15.27
CAR-HML-055,2/24/2019,Carbon Creek,Member,Female,Home and lifestyle,47.68,2,4.77,100.13,95.36,92.81,4.1,2.55
CAR-HML-056,3/7/2019,Carbon Creek,Member,Female,Home and lifestyle,28.31,4,5.66,118.9,113.24,107.44,8.2,5.8
CAR-HML-057,3/19/2019,Carbon Creek,Member,Male,Home and lifestyle,23.29,4,4.66,97.82,93.16,89.05,5.9,4.11
CAR-HML-058,3/30/2019,Carbon Creek,Member,Female,Home and lifestyle,34.42,6,10.33,216.85,206.52,200.96,7.5,5.56
CAR-HML-059,2/7/2019,Carbon Creek,Normal,Female,Home and lifestyle,93.12,8,37.25,782.21,744.96,707.47,6.8,37.49
CAR-HML-060,1/19/2019,Carbon Creek,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,456.8,441.92,5.7,14.88
CAR-HML-061,3/4/2019,Carbon Creek,Normal,Female,Home and lifestyle,33.3,9,14.99,314.69,299.7,291.7,7.2,8
CAR-HML-062,1/13/2019,Carbon Creek,Member,Male,Home and lifestyle,81.01,3,12.15,255.18,243.03,238.24,9.3,4.79
CAR-HML-063,2/11/2019,Carbon Creek,Normal,Male,Home and lifestyle,80.08,3,12.01,252.25,240.24,233.04,5.4,7.2
CAR-HML-064,2/22/2019,Carbon Creek,Normal,Male,Home and lifestyle,65.82,1,3.29,69.11,65.82,64.37,4.1,1.45
CAR-STR-001,2/8/2019,Carbon Creek,Normal,Male,Sports and travel,86.31,7,30.21,634.38,604.17,578.9,5.3,25.27
CAR-STR-002,1/1/2019,Carbon Creek,Normal,Male,Sports and travel,72.61,6,21.78,457.44,435.66,423.34,6.9,12.32
CAR-STR-003,3/2/2019,Carbon Creek,Member,Male,Sports and travel,88.63,3,13.29,279.18,265.89,260.36,6,5.53
CAR-STR-004,3/10/2019,Carbon Creek,Member,Male,Sports and travel,62.62,5,15.66,328.76,313.1,295.73,7,17.37
CAR-STR-005,3/6/2019,Carbon Creek,Member,Male,Sports and travel,15.81,10,7.91,166.01,158.1,154.87,8.6,3.23
CAR-STR-006,1/24/2019,Carbon Creek,Normal,Male,Sports and travel,78.77,10,39.39,827.09,787.7,762.98,6.4,24.72
CAR-STR-007,1/2/2019,Carbon Creek,Normal,Male,Sports and travel,42.47,1,2.12,44.59,42.47,41.08,5.7,1.39
CAR-STR-008,1/10/2019,Carbon Creek,Member,Female,Sports and travel,21.98,7,7.69,161.55,153.86,149.21,5.1,4.65
CAR-STR-009,3/22/2019,Carbon Creek,Normal,Male,Sports and travel,62.13,6,18.64,391.42,372.78,362.2,7.4,10.58
CAR-STR-010,1/27/2019,Carbon Creek,Normal,Female,Sports and travel,32.25,5,8.06,169.31,161.25,158.03,9,3.22
CAR-STR-011,3/6/2019,Carbon Creek,Member,Female,Sports and travel,92.13,6,27.64,580.42,552.78,528.41,8.3,24.37
CAR-STR-012,3/16/2019,Carbon Creek,Normal,Male,Sports and travel,72.5,8,29,609,580,555.32,9.2,24.68
CAR-STR-013,2/25/2019,Carbon Creek,Normal,Male,Sports and travel,63.69,1,3.18,66.87,63.69,60.53,6,3.16
CAR-STR-014,2/1/2019,Carbon Creek,Member,Male,Sports and travel,69.52,7,24.33,510.97,486.64,465.9,8.5,20.74
CAR-STR-015,3/23/2019,Carbon Creek,Member,Male,Sports and travel,15.5,10,7.75,162.75,155,146.35,8,8.65
CAR-STR-016,3/4/2019,Carbon Creek,Normal,Female,Sports and travel,12.34,7,4.32,90.7,86.38,83.59,6.7,2.79
CAR-STR-017,1/20/2019,Carbon Creek,Normal,Female,Sports and travel,93.14,2,9.31,195.59,186.28,175.75,4.1,10.53
CAR-STR-018,2/9/2019,Carbon Creek,Member,Female,Sports and travel,22.24,10,11.12,233.52,222.4,217.19,4.2,5.21
CAR-STR-019,3/12/2019,Carbon Creek,Member,Female,Sports and travel,98.4,7,34.44,723.24,688.8,649.94,8.7,38.86
CAR-STR-020,3/20/2019,Carbon Creek,Member,Male,Sports and travel,44.02,10,22.01,462.21,440.2,415.93,9.6,24.27
CAR-STR-021,1/6/2019,Carbon Creek,Normal,Female,Sports and travel,15.34,1,0.77,16.11,15.34,14.57,6.5,0.77
CAR-STR-022,3/30/2019,Carbon Creek,Normal,Female,Sports and travel,40.23,7,14.08,295.69,281.61,269.21,9.6,12.4
CAR-STR-023,2/14/2019,Carbon Creek,Normal,Male,Sports and travel,44.65,3,6.7,140.65,133.95,126.9,6.2,7.05
CAR-STR-024,1/11/2019,Carbon Creek,Member,Male,Sports and travel,82.33,4,16.47,345.79,329.32,322.05,7.5,7.27
CAR-STR-025,3/9/2019,Carbon Creek,Member,Female,Sports and travel,52.26,10,26.13,548.73,522.6,504.46,6.2,18.14
CAR-STR-026,1/19/2019,Carbon Creek,Member,Male,Sports and travel,67.26,4,13.45,282.49,269.04,254.64,8,14.4
CAR-STR-027,3/10/2019,Carbon Creek,Normal,Male,Sports and travel,25.84,3,3.88,81.4,77.52,73.26,6.6,4.26
CAR-STR-028,1/15/2019,Carbon Creek,Normal,Female,Sports and travel,19.1,7,6.69,140.39,133.7,130.08,9.7,3.62
CAR-STR-029,1/25/2019,Carbon Creek,Member,Female,Sports and travel,40.05,4,8.01,168.21,160.2,152.05,9.7,8.15
CAR-STR-030,3/18/2019,Carbon Creek,Normal,Female,Sports and travel,33.26,5,8.32,174.62,166.3,158.42,4.2,7.88
CAR-STR-031,1/8/2019,Carbon Creek,Normal,Male,Sports and travel,37.14,5,9.29,194.99,185.7,181,5,4.7
CAR-STR-032,2/2/2019,Carbon Creek,Member,Female,Sports and travel,51.52,8,20.61,432.77,412.16,400.9,9.6,11.26
CAR-STR-033,2/25/2019,Carbon Creek,Member,Female,Sports and travel,91.41,5,22.85,479.9,457.05,432.1,7.1,24.95
CAR-STR-034,2/17/2019,Carbon Creek,Normal,Male,Sports and travel,98.09,9,44.14,926.95,882.81,840.33,9.3,42.48
CAR-STR-035,1/7/2019,Carbon Creek,Normal,Male,Sports and travel,60.95,9,27.43,575.98,548.55,533.18,6,15.37
CAR-STR-036,3/22/2019,Carbon Creek,Normal,Male,Sports and travel,85.91,5,21.48,451.03,429.55,419.97,8.6,9.58
CAR-STR-037,2/4/2019,Carbon Creek,Normal,Female,Sports and travel,43.06,5,10.77,226.07,215.3,207.53,7.7,7.77
CAR-STR-038,2/7/2019,Carbon Creek,Member,Female,Sports and travel,45.58,1,2.28,47.86,45.58,44.53,9.8,1.05
CAR-STR-039,2/5/2019,Carbon Creek,Member,Female,Sports and travel,75.2,3,11.28,236.88,225.6,214.83,4.8,10.77
CAR-STR-040,3/20/2019,Carbon Creek,Member,Female,Sports and travel,38.72,9,17.42,365.9,348.48,328.81,4.2,19.67
CAR-STR-041,3/9/2019,Carbon Creek,Normal,Male,Sports and travel,60.87,2,6.09,127.83,121.74,117.04,8.7,4.7
CAR-STR-042,1/19/2019,Carbon Creek,Normal,Male,Sports and travel,64.19,10,32.1,674,641.9,628.56,6.7,13.34
CAR-STR-043,1/29/2019,Carbon Creek,Member,Female,Sports and travel,27.93,5,6.98,146.63,139.65,133.27,5.9,6.38
CAR-STR-044,1/1/2019,Carbon Creek,Member,Female,Sports and travel,27.04,4,5.41,113.57,108.16,102.86,6.9,5.3
CAR-STR-045,1/17/2019,Carbon Creek,Normal,Male,Sports and travel,25.7,3,3.86,80.96,77.1,73.5,6.1,3.6
CAR-STR-046,2/12/2019,Carbon Creek,Member,Female,Sports and travel,71.63,2,7.16,150.42,143.26,136.71,8.8,6.55
CAR-STR-047,2/11/2019,Carbon Creek,Normal,Female,Sports and travel,94.76,4,18.95,397.99,379.04,370.14,7.8,8.9
CAR-STR-048,1/17/2019,Carbon Creek,Normal,Male,Sports and travel,58.91,7,20.62,432.99,412.37,403.82,9.7,8.55
CAR-STR-049,2/22/2019,Carbon Creek,Member,Female,Sports and travel,24.49,10,12.25,257.15,244.9,233.9,8.1,11
CAR-STR-050,1/16/2019,Carbon Creek,Normal,Female,Sports and travel,93.18,2,9.32,195.68,186.36,180.75,8.5,5.61
CAR-STR-051,1/29/2019,Carbon Creek,Member,Female,Sports and travel,22.01,4,4.4,92.44,88.04,83.19,6.6,4.85
CAR-STR-052,3/2/2019,Carbon Creek,Member,Female,Sports and travel,39.47,2,3.95,82.89,78.94,77.18,5,1.76
CAR-STR-053,1/8/2019,Carbon Creek,Member,Male,Sports and travel,12.76,2,1.28,26.8,25.52,24.61,7.8,0.91
CAR-STR-054,1/6/2019,Carbon Creek,Normal,Male,Sports and travel,64.59,4,12.92,271.28,258.36,253.01,9.3,5.35
CAR-STR-055,1/18/2019,Carbon Creek,Member,Male,Sports and travel,89.06,6,26.72,561.08,534.36,517,9.9,17.36
CAR-STR-056,1/13/2019,Carbon Creek,Normal,Male,Sports and travel,45.58,7,15.95,335.01,319.06,310.06,5,9
CAR-STR-057,3/17/2019,Carbon Creek,Member,Male,Sports and travel,76.92,10,38.46,807.66,769.2,745.13,5.6,24.07
CAR-STR-058,3/30/2019,Carbon Creek,Normal,Female,Sports and travel,89.48,5,22.37,469.77,447.4,425.98,7.4,21.42
CAR-STR-059,3/14/2019,Carbon Creek,Member,Female,Sports and travel,97.48,9,43.87,921.19,877.32,858.61,7.4,18.71
GRC-CLO-001,2/6/2019,Greene City,Member,Female,Clothing,14.48,4,2.9,60.82,57.92,54.88,4.5,3.04
GRC-CLO-002,2/8/2019,Greene City,Normal,Male,Clothing,33.52,1,1.68,35.2,33.52,32.86,6.7,0.66
GRC-CLO-003,2/25/2019,Greene City,Normal,Male,Clothing,94.13,5,23.53,494.18,470.65,455.83,4.8,14.82
GRC-CLO-004,3/22/2019,Greene City,Member,Female,Clothing,17.87,4,3.57,75.05,71.48,68.47,6.5,3.01
GRC-CLO-005,1/7/2019,Greene City,Member,Female,Clothing,97.61,6,29.28,614.94,585.66,563.98,9.9,21.68
GRC-CLO-006,2/15/2019,Greene City,Normal,Female,Clothing,72.84,7,25.49,535.37,509.88,495.11,8.4,14.77
GRC-CLO-007,3/5/2019,Greene City,Member,Male,Clothing,21.94,5,5.49,115.19,109.7,103.54,5.3,6.16
GRC-CLO-008,1/16/2019,Greene City,Member,Male,Clothing,51.36,1,2.57,53.93,51.36,48.55,5.2,2.81
GRC-CLO-009,3/9/2019,Greene City,Member,Female,Clothing,56.47,8,22.59,474.35,451.76,442.14,7.3,9.62
GRC-CLO-010,1/25/2019,Greene City,Normal,Female,Clothing,39.62,7,13.87,291.21,277.34,265.18,7.5,12.16
GRC-CLO-011,3/23/2019,Greene City,Member,Female,Clothing,91.54,4,18.31,384.47,366.16,345.71,4.8,20.45
GRC-CLO-012,1/15/2019,Greene City,Normal,Female,Clothing,73.52,2,7.35,154.39,147.04,143.21,4.6,3.83
GRC-CLO-013,3/28/2019,Greene City,Normal,Female,Clothing,30.37,3,4.56,95.67,91.11,88.54,5.1,2.57
GRC-CLO-014,2/12/2019,Greene City,Normal,Male,Clothing,94.87,8,37.95,796.91,758.96,740.72,8.7,18.24
GRC-CLO-015,1/26/2019,Greene City,Normal,Female,Clothing,81.37,2,8.14,170.88,162.74,155.2,6.5,7.54
GRC-CLO-016,2/21/2019,Greene City,Member,Male,Clothing,73.82,4,14.76,310.04,295.28,289.11,6.7,6.17
GRC-CLO-017,1/29/2019,Greene City,Member,Male,Clothing,32.62,4,6.52,137,130.48,124.78,9,5.7
GRC-CLO-018,3/13/2019,Greene City,Member,Female,Clothing,38.3,4,7.66,160.86,153.2,146.51,5.7,6.69
GRC-CLO-019,1/7/2019,Greene City,Normal,Male,Clothing,47.97,7,16.79,352.58,335.79,325.09,6.2,10.7
GRC-CLO-020,3/14/2019,Greene City,Member,Female,Clothing,54.73,7,19.16,402.27,383.11,371.03,8.5,12.08
GRC-CLO-021,1/25/2019,Greene City,Normal,Female,Clothing,60.96,2,6.1,128.02,121.92,117.86,4.9,4.06
GRC-CLO-022,1/26/2019,Greene City,Normal,Female,Clothing,37.95,10,18.98,398.48,379.5,371.2,9.7,8.3
GRC-CLO-023,2/22/2019,Greene City,Normal,Female,Clothing,39.75,5,9.94,208.69,198.75,192.99,9.6,5.76
GRC-CLO-024,1/4/2019,Greene City,Member,Female,Clothing,68.71,4,13.74,288.58,274.84,260.86,4.1,13.98
GRC-CLO-025,3/19/2019,Greene City,Member,Male,Clothing,25.42,8,10.17,213.53,203.36,192.44,6.7,10.92
GRC-CLO-026,1/2/2019,Greene City,Member,Male,Clothing,40.61,9,18.27,383.76,365.49,357.52,7,7.97
GRC-CLO-027,1/31/2019,Greene City,Normal,Male,Clothing,69.08,2,6.91,145.07,138.16,132.95,6.9,5.21
GRC-CLO-028,3/9/2019,Greene City,Normal,Male,Clothing,95.54,7,33.44,702.22,668.78,647.17,9.6,21.61
GRC-CLO-029,2/22/2019,Greene City,Normal,Female,Clothing,47.44,1,2.37,49.81,47.44,44.83,6.8,2.61
GRC-CLO-030,2/13/2019,Greene City,Member,Female,Clothing,29.56,5,7.39,155.19,147.8,141.45,6.9,6.35
GRC-CLO-031,2/28/2019,Greene City,Normal,Female,Clothing,41.09,10,20.55,431.45,410.9,390.2,7.3,20.7
GRC-CLO-032,3/13/2019,Greene City,Normal,Female,Clothing,34.7,2,3.47,72.87,69.4,65.63,8.2,3.77
GRC-CLO-033,2/26/2019,Greene City,Normal,Male,Clothing,99.89,2,9.99,209.77,199.78,190.74,7.1,9.04
GRC-CLO-034,1/16/2019,Greene City,Normal,Male,Clothing,39.21,4,7.84,164.68,156.84,153.53,9,3.31
GRC-CLO-035,1/13/2019,Greene City,Member,Male,Clothing,59.86,2,5.99,125.71,119.72,115.79,6.7,3.93
GRC-CLO-036,1/5/2019,Greene City,Member,Female,Clothing,73.96,1,3.7,77.66,73.96,72.5,5,1.46
GRC-CLO-037,2/9/2019,Greene City,Normal,Male,Clothing,57.27,3,8.59,180.4,171.81,167.02,6.5,4.79
GRC-CLO-038,2/22/2019,Greene City,Normal,Female,Clothing,54.31,9,24.44,513.23,488.79,477.43,8.9,11.36
GRC-CLO-039,2/4/2019,Greene City,Member,Female,Clothing,72.04,2,7.2,151.28,144.08,136.94,9.5,7.14
GRC-CLO-040,3/20/2019,Greene City,Normal,Male,Clothing,99.25,2,9.93,208.43,198.5,192.16,9,6.34
GRC-CLO-041,1/10/2019,Greene City,Normal,Female,Clothing,79.86,7,27.95,586.97,559.02,529.35,5.5,29.67
GRC-CLO-042,3/1/2019,Greene City,Member,Male,Clothing,81.31,7,28.46,597.63,569.17,540.67,6.3,28.5
GRC-CLO-043,1/14/2019,Greene City,Member,Female,Clothing,18.08,4,3.62,75.94,72.32,70.66,9.5,1.66
GRC-CLO-044,1/24/2019,Greene City,Member,Male,Clothing,93.22,3,13.98,293.64,279.66,265.13,7.2,14.53
GRC-CLO-045,1/12/2019,Greene City,Normal,Female,Clothing,83.25,10,41.63,874.13,832.5,789.44,4.4,43.06
GRC-CLO-046,2/16/2019,Greene City,Member,Male,Clothing,91.35,1,4.57,95.92,91.35,87.28,6.8,4.07
GRC-CLO-047,2/27/2019,Greene City,Normal,Male,Clothing,52.42,3,7.86,165.12,157.26,150.54,7.5,6.72
GRC-CLO-048,3/20/2019,Greene City,Member,Male,Clothing,33.63,1,1.68,35.31,33.63,31.97,5.6,1.66
GRC-CLO-049,2/16/2019,Greene City,Member,Male,Clothing,60.18,4,12.04,252.76,240.72,227.58,9.4,13.14
GRC-CLO-050,3/24/2019,Greene City,Member,Female,Clothing,58.75,6,17.63,370.13,352.5,337.16,5.9,15.34
GRC-CLO-051,2/24/2019,Greene City,Member,Male,Clothing,83.77,2,8.38,175.92,167.54,160.34,4.6,7.2
GRC-CLO-052,2/27/2019,Greene City,Member,Female,Clothing,19.77,10,9.89,207.59,197.7,192.21,5,5.49
GRC-CLO-053,1/18/2019,Greene City,Member,Female,Clothing,17.48,6,5.24,110.12,104.88,99.3,6.1,5.58
GRC-CLO-054,2/2/2019,Greene City,Normal,Female,Clothing,25.56,7,8.95,187.87,178.92,170.58,7.1,8.34
GRC-CLO-055,1/8/2019,Greene City,Member,Male,Clothing,65.23,10,32.62,684.92,652.3,620.73,5.2,31.57
GRC-CLO-056,3/14/2019,Greene City,Member,Female,Clothing,22.32,4,4.46,93.74,89.28,84.48,4.1,4.8
GRC-CLO-057,3/15/2019,Greene City,Normal,Male,Clothing,27.18,2,2.72,57.08,54.36,51.62,4.3,2.74
GRC-CLO-058,2/16/2019,Greene City,Normal,Female,Clothing,36.51,9,16.43,345.02,328.59,317.71,4.2,10.88
GRC-CLO-059,2/3/2019,Greene City,Member,Male,Clothing,53.78,1,2.69,56.47,53.78,52.04,4.7,1.74
GRC-CLO-060,3/6/2019,Greene City,Member,Male,Clothing,49.92,2,4.99,104.83,99.84,96.48,7,3.36
GRC-CLO-061,2/7/2019,Greene City,Normal,Female,Clothing,63.71,5,15.93,334.48,318.55,303.68,8.5,14.87
GRC-CLO-062,2/22/2019,Greene City,Normal,Male,Clothing,17.49,10,8.75,183.65,174.9,169.02,6.6,5.88
GRC-ELE-001,3/9/2019,Greene City,Member,Male,Electronics,25.51,4,5.1,107.14,102.04,97.07,6.8,4.97
GRC-ELE-002,3/9/2019,Greene City,Member,Female,Electronics,93.96,4,18.79,394.63,375.84,367.9,9.5,7.94
GRC-ELE-003,2/10/2019,Greene City,Member,Male,Electronics,18.93,6,5.68,119.26,113.58,110.24,8.1,3.34
GRC-ELE-004,2/17/2019,Greene City,Member,Male,Electronics,87.45,6,26.24,550.94,524.7,506.51,8.8,18.19
GRC-ELE-005,1/4/2019,Greene City,Member,Male,Electronics,72.17,1,3.61,75.78,72.17,70.13,6.1,2.04
GRC-ELE-006,1/19/2019,Greene City,Member,Male,Electronics,52.89,6,15.87,333.21,317.34,299.77,9.8,17.57
GRC-ELE-007,3/15/2019,Greene City,Member,Female,Electronics,57.49,4,11.5,241.46,229.96,222.84,6.6,7.12
GRC-ELE-008,3/2/2019,Greene City,Normal,Female,Electronics,99.73,9,44.88,942.45,897.57,873.96,6.5,23.61
GRC-ELE-009,1/31/2019,Greene City,Normal,Male,Electronics,45.35,6,13.61,285.71,272.1,259.98,6.1,12.12
GRC-ELE-010,2/26/2019,Greene City,Member,Female,Electronics,90.7,6,27.21,571.41,544.2,523.45,5.3,20.75
GRC-ELE-011,3/12/2019,Greene City,Member,Female,Electronics,10.59,3,1.59,33.36,31.77,30.85,8.7,0.92
GRC-ELE-012,3/2/2019,Greene City,Member,Female,Electronics,13.22,5,3.31,69.41,66.1,63.02,4.3,3.08
GRC-ELE-013,2/9/2019,Greene City,Member,Female,Electronics,81.4,3,12.21,256.41,244.2,236.24,4.8,7.96
GRC-ELE-014,1/24/2019,Greene City,Member,Male,Electronics,40.3,10,20.15,423.15,403,391.72,7,11.28
